,Time,Type,Zone1,Zone2,Zone3,Zone4
0,22,Tuna,2.0,0.0,0.0,-2.0
1,22,Salmon,-4.0,3.0,0.0,1.0
2,22,Clown,0.0,3.0,-3.0,0.0
0,23,Tuna,2.0,0.0,0.0,-2.0
1,23,Salmon,-5.0,4.0,0.0,1.0
2,23,Clown,0.0,3.0,-3.0,0.0
0,24,Tuna,2.0,0.0,0.0,-2.0
1,24,Salmon,-5.0,4.0,0.0,1.0
2,24,Clown,0.0,3.0,-3.0,0.0
0,25,Tuna,2.0,0.0,0.0,-2.0
1,25,Salmon,-5.0,4.0,0.0,1.0
2,25,Clown,0.0,3.0,-3.0,0.0
0,26,Tuna,1.0,0.0,0.0,-1.0
1,26,Salmon,-6.0,5.0,0.0,1.0
2,26,Clown,0.0,6.0,-6.0,0.0
0,27,Tuna,1.0,0.0,0.0,-1.0
1,27,Salmon,-6.0,5.0,1.0,0.0
2,27,Clown,0.0,6.0,-6.0,0.0
0,28,Tuna,1.0,0.0,0.0,-1.0
1,28,Salmon,-6.0,5.0,1.0,0.0
2,28,Clown,0.0,6.0,-6.0,0.0
0,29,Tuna,0.0,1.0,0.0,-1.0
1,29,Salmon,-6.0,5.0,1.0,0.0
2,29,Clown,0.0,6.0,-6.0,0.0
0,30,Tuna,0.0,1.0,0.0,-1.0
1,30,Salmon,-6.0,5.0,1.0,0.0
2,30,Clown,0.0,9.0,-9.0,0.0
0,31,Tuna,0.0,1.0,0.0,-1.0
1,31,Salmon,-5.0,5.0,1.0,-1.0
2,31,Clown,0.0,9.0,-9.0,0.0
0,32,Tuna,0.0,1.0,0.0,-1.0
1,32,Salmon,-5.0,5.0,1.0,-1.0
2,32,Clown,0.0,9.0,-9.0,0.0
0,33,Tuna,0.0,0.0,1.0,-1.0
1,33,Salmon,-6.0,5.0,1.0,0.0
2,33,Clown,0.0,9.0,-9.0,0.0
0,34,Tuna,0.0,0.0,1.0,-1.0
1,34,Salmon,-7.0,5.0,1.0,1.0
2,34,Clown,0.0,9.0,-9.0,0.0
0,35,Tuna,0.0,0.0,1.0,-1.0
1,35,Salmon,-7.0,4.0,2.0,1.0
2,35,Clown,0.0,9.0,-9.0,0.0
0,36,Tuna,0.0,0.0,1.0,-1.0
1,36,Salmon,-8.0,5.0,2.0,1.0
2,36,Clown,0.0,9.0,-9.0,0.0
0,37,Tuna,0.0,0.0,1.0,-1.0
1,37,Salmon,-8.0,5.0,2.0,1.0
2,37,Clown,0.0,9.0,-9.0,0.0
0,38,Tuna,0.0,0.0,1.0,-1.0
1,38,Salmon,-8.0,5.0,2.0,1.0
2,38,Clown,0.0,9.0,-9.0,0.0
0,39,Tuna,0.0,1.0,0.0,-1.0
1,39,Salmon,-8.0,5.0,2.0,1.0
2,39,Clown,0.0,9.0,-9.0,0.0
0,40,Tuna,0.0,1.0,0.0,-1.0
1,40,Salmon,-8.0,5.0,2.0,1.0
2,40,Clown,0.0,9.0,-9.0,0.0
0,41,Tuna,1.0,0.0,0.0,-1.0
1,41,Salmon,-9.0,5.0,2.0,2.0
2,41,Clown,0.0,9.0,-9.0,0.0
0,42,Tuna,1.0,0.0,0.0,-1.0
1,42,Salmon,-9.0,5.0,2.0,2.0
2,42,Clown,0.0,9.0,-9.0,0.0
0,43,Tuna,1.0,0.0,0.0,-1.0
1,43,Salmon,-10.0,5.0,2.0,3.0
2,43,Clown,0.0,9.0,-12.0,3.0
0,44,Tuna,1.0,0.0,0.0,-1.0
1,44,Salmon,-10.0,5.0,2.0,3.0
2,44,Clown,0.0,12.0,-15.0,3.0
0,45,Tuna,1.0,0.0,0.0,-1.0
1,45,Salmon,-10.0,5.0,2.0,3.0
2,45,Clown,0.0,12.0,-15.0,3.0
0,46,Tuna,1.0,0.0,0.0,-1.0
1,46,Salmon,-10.0,5.0,2.0,3.0
2,46,Clown,0.0,12.0,-15.0,3.0
0,47,Tuna,1.0,0.0,0.0,-1.0
1,47,Salmon,-10.0,5.0,2.0,3.0
2,47,Clown,0.0,12.0,-15.0,3.0
0,48,Tuna,1.0,0.0,0.0,-1.0
1,48,Salmon,-10.0,5.0,2.0,3.0
2,48,Clown,0.0,12.0,-15.0,3.0
0,49,Tuna,-1.0,0.0,0.0,1.0
1,49,Salmon,-10.0,6.0,1.0,3.0
2,49,Clown,0.0,12.0,-15.0,3.0
0,50,Tuna,-1.0,0.0,0.0,1.0
1,50,Salmon,-12.0,8.0,1.0,3.0
2,50,Clown,0.0,12.0,-15.0,3.0
0,51,Tuna,-1.0,0.0,0.0,1.0
1,51,Salmon,-12.0,8.0,1.0,3.0
2,51,Clown,0.0,12.0,-15.0,3.0
0,52,Tuna,-1.0,0.0,0.0,1.0
1,52,Salmon,-12.0,7.0,2.0,3.0
2,52,Clown,0.0,12.0,-15.0,3.0
0,53,Tuna,-1.0,0.0,0.0,1.0
1,53,Salmon,-12.0,7.0,2.0,3.0
2,53,Clown,0.0,12.0,-15.0,3.0
0,54,Tuna,-1.0,0.0,0.0,1.0
1,54,Salmon,-12.0,7.0,2.0,3.0
2,54,Clown,0.0,12.0,-15.0,3.0
0,55,Tuna,-1.0,0.0,-1.0,2.0
1,55,Salmon,-12.0,7.0,2.0,3.0
2,55,Clown,0.0,12.0,-15.0,3.0
0,56,Tuna,-1.0,0.0,-1.0,2.0
1,56,Salmon,-12.0,7.0,2.0,3.0
2,56,Clown,0.0,12.0,-15.0,3.0
0,57,Tuna,-1.0,0.0,-1.0,2.0
1,57,Salmon,-11.0,7.0,2.0,2.0
2,57,Clown,0.0,12.0,-15.0,3.0
0,58,Tuna,-1.0,0.0,-1.0,2.0
1,58,Salmon,-11.0,7.0,2.0,2.0
2,58,Clown,0.0,12.0,-15.0,3.0
0,59,Tuna,-1.0,0.0,-1.0,2.0
1,59,Salmon,-12.0,7.0,2.0,3.0
2,59,Clown,0.0,12.0,-15.0,3.0
0,60,Tuna,-1.0,0.0,-2.0,3.0
1,60,Salmon,-13.0,7.0,2.0,4.0
2,60,Clown,0.0,12.0,-15.0,3.0
0,61,Tuna,-1.0,0.0,-2.0,3.0
1,61,Salmon,-13.0,7.0,2.0,4.0
2,61,Clown,-3.0,12.0,-15.0,6.0
0,62,Tuna,-1.0,0.0,-2.0,3.0
1,62,Salmon,-13.0,7.0,2.0,4.0
2,62,Clown,-3.0,12.0,-15.0,6.0
0,63,Tuna,-1.0,0.0,-2.0,3.0
1,63,Salmon,-13.0,7.0,2.0,4.0
2,63,Clown,-3.0,12.0,-15.0,6.0
0,64,Tuna,-1.0,0.0,-1.0,2.0
1,64,Salmon,-13.0,7.0,2.0,4.0
2,64,Clown,-3.0,12.0,-15.0,6.0
0,65,Tuna,-1.0,0.0,-1.0,2.0
1,65,Salmon,-13.0,6.0,3.0,4.0
2,65,Clown,-3.0,12.0,-15.0,6.0
0,66,Tuna,-1.0,0.0,-1.0,2.0
1,66,Salmon,-13.0,6.0,3.0,4.0
2,66,Clown,-3.0,12.0,-15.0,6.0
0,67,Tuna,-1.0,0.0,-1.0,2.0
1,67,Salmon,-14.0,6.0,3.0,5.0
2,67,Clown,-3.0,12.0,-15.0,6.0
0,68,Tuna,-1.0,0.0,-1.0,2.0
1,68,Salmon,-14.0,6.0,3.0,5.0
2,68,Clown,-3.0,12.0,-15.0,6.0
0,69,Tuna,-1.0,1.0,-2.0,2.0
1,69,Salmon,-14.0,6.0,3.0,5.0
2,69,Clown,-3.0,12.0,-15.0,6.0
0,70,Tuna,-1.0,1.0,-2.0,2.0
1,70,Salmon,-14.0,6.0,3.0,5.0
2,70,Clown,-3.0,12.0,-15.0,6.0
0,71,Tuna,-1.0,1.0,-2.0,2.0
1,71,Salmon,-14.0,6.0,2.0,6.0
2,71,Clown,-3.0,12.0,-15.0,6.0
0,72,Tuna,-1.0,1.0,-2.0,2.0
1,72,Salmon,-14.0,6.0,2.0,6.0
2,72,Clown,-3.0,12.0,-15.0,6.0
0,73,Tuna,-1.0,2.0,-3.0,2.0
1,73,Salmon,-14.0,6.0,2.0,6.0
2,73,Clown,-3.0,12.0,-15.0,6.0
0,74,Tuna,-1.0,2.0,-3.0,2.0
1,74,Salmon,-16.0,7.0,1.0,8.0
2,74,Clown,-3.0,12.0,-15.0,6.0
0,75,Tuna,-1.0,2.0,-3.0,2.0
1,75,Salmon,-16.0,7.0,1.0,8.0
2,75,Clown,-3.0,12.0,-15.0,6.0
0,76,Tuna,-1.0,2.0,-3.0,2.0
1,76,Salmon,-16.0,7.0,0.0,9.0
2,76,Clown,-3.0,12.0,-15.0,6.0
0,77,Tuna,-1.0,2.0,-3.0,2.0
1,77,Salmon,-16.0,7.0,0.0,9.0
2,77,Clown,-3.0,9.0,-12.0,6.0
0,78,Tuna,-1.0,2.0,-3.0,2.0
1,78,Salmon,-16.0,8.0,-1.0,9.0
2,78,Clown,-3.0,9.0,-12.0,6.0
0,79,Tuna,-1.0,2.0,-3.0,2.0
1,79,Salmon,-16.0,8.0,-1.0,9.0
2,79,Clown,-3.0,9.0,-12.0,6.0
0,80,Tuna,-1.0,2.0,-3.0,2.0
1,80,Salmon,-16.0,8.0,-1.0,9.0
2,80,Clown,-3.0,9.0,-12.0,6.0
0,81,Tuna,-1.0,2.0,-3.0,2.0
1,81,Salmon,-16.0,8.0,-1.0,9.0
2,81,Clown,-3.0,12.0,-15.0,6.0
0,82,Tuna,0.0,1.0,-2.0,1.0
1,82,Salmon,-16.0,8.0,-1.0,9.0
2,82,Clown,-3.0,9.0,-12.0,6.0
0,83,Tuna,0.0,1.0,-1.0,0.0
1,83,Salmon,-16.0,8.0,-1.0,9.0
2,83,Clown,-3.0,9.0,-12.0,6.0
0,84,Tuna,0.0,1.0,-1.0,0.0
1,84,Salmon,-15.0,7.0,-1.0,9.0
2,84,Clown,-3.0,9.0,-12.0,6.0
0,85,Tuna,0.0,1.0,-1.0,0.0
1,85,Salmon,-17.0,8.0,-1.0,10.0
2,85,Clown,-3.0,9.0,-12.0,6.0
0,86,Tuna,0.0,1.0,-1.0,0.0
1,86,Salmon,-17.0,8.0,-1.0,10.0
2,86,Clown,-3.0,9.0,-12.0,6.0
0,87,Tuna,0.0,1.0,-1.0,0.0
1,87,Salmon,-17.0,8.0,-2.0,11.0
2,87,Clown,-3.0,9.0,-12.0,6.0
0,88,Tuna,1.0,1.0,-1.0,-1.0
1,88,Salmon,-19.0,9.0,-3.0,13.0
2,88,Clown,-3.0,9.0,-12.0,6.0
0,89,Tuna,2.0,0.0,-1.0,-1.0
1,89,Salmon,-19.0,9.0,-3.0,13.0
2,89,Clown,-3.0,12.0,-15.0,6.0
0,90,Tuna,2.0,0.0,0.0,-2.0
1,90,Salmon,-19.0,9.0,-3.0,13.0
2,90,Clown,-3.0,9.0,-12.0,6.0
0,91,Tuna,2.0,0.0,0.0,-2.0
1,91,Salmon,-19.0,10.0,-4.0,13.0
2,91,Clown,-3.0,12.0,-15.0,6.0
0,92,Tuna,2.0,0.0,0.0,-2.0
1,92,Salmon,-19.0,10.0,-4.0,13.0
2,92,Clown,-3.0,12.0,-15.0,6.0
0,93,Tuna,2.0,0.0,0.0,-2.0
1,93,Salmon,-19.0,10.0,-4.0,13.0
2,93,Clown,-3.0,12.0,-15.0,6.0
0,94,Tuna,2.0,0.0,0.0,-2.0
1,94,Salmon,-19.0,10.0,-4.0,13.0
2,94,Clown,-3.0,12.0,-15.0,6.0
0,95,Tuna,3.0,-1.0,0.0,-2.0
1,95,Salmon,-19.0,10.0,-3.0,12.0
2,95,Clown,-3.0,12.0,-12.0,3.0
0,96,Tuna,3.0,-1.0,0.0,-2.0
1,96,Salmon,-18.0,9.0,-3.0,12.0
2,96,Clown,-3.0,15.0,-15.0,3.0
0,97,Tuna,3.0,-1.0,0.0,-2.0
1,97,Salmon,-20.0,9.0,-3.0,14.0
2,97,Clown,-3.0,15.0,-15.0,3.0
0,98,Tuna,3.0,-1.0,0.0,-2.0
1,98,Salmon,-20.0,9.0,-3.0,14.0
2,98,Clown,-3.0,15.0,-15.0,3.0
0,99,Tuna,4.0,-2.0,0.0,-2.0
1,99,Salmon,-20.0,9.0,-3.0,14.0
2,99,Clown,-3.0,18.0,-15.0,0.0
0,100,Tuna,4.0,-2.0,0.0,-2.0
1,100,Salmon,-19.0,8.0,-3.0,14.0
2,100,Clown,-3.0,18.0,-15.0,0.0
