,Time,Type,Zone1,Zone2,Zone3
1,584,Salmon,48.0,-86.0,38.0
2,584,Clown,-138.0,129.0,9.0
0,585,Tuna,15.0,-29.0,14.0
1,585,Salmon,50.0,-89.0,39.0
2,585,Clown,-138.0,129.0,9.0
0,586,Tuna,15.0,-29.0,14.0
1,586,Salmon,49.0,-87.0,38.0
2,586,Clown,-138.0,129.0,9.0
0,587,Tuna,15.0,-29.0,14.0
1,587,Salmon,50.0,-87.0,37.0
2,587,Clown,-138.0,129.0,9.0
0,588,Tuna,15.0,-26.0,11.0
1,588,Salmon,50.0,-89.0,39.0
2,588,Clown,-138.0,129.0,9.0
0,589,Tuna,15.0,-26.0,11.0
1,589,Salmon,50.0,-89.0,39.0
2,589,Clown,-135.0,126.0,9.0
0,590,Tuna,15.0,-26.0,11.0
1,590,Salmon,50.0,-89.0,39.0
2,590,Clown,-141.0,132.0,9.0
0,591,Tuna,15.0,-26.0,11.0
1,591,Salmon,50.0,-90.0,40.0
2,591,Clown,-141.0,132.0,9.0
0,592,Tuna,15.0,-26.0,11.0
1,592,Salmon,51.0,-91.0,40.0
2,592,Clown,-144.0,135.0,9.0
0,593,Tuna,15.0,-26.0,11.0
1,593,Salmon,49.0,-89.0,40.0
2,593,Clown,-144.0,135.0,9.0
0,594,Tuna,15.0,-26.0,11.0
1,594,Salmon,50.0,-90.0,40.0
2,594,Clown,-150.0,141.0,9.0
0,595,Tuna,15.0,-26.0,11.0
1,595,Salmon,50.0,-90.0,40.0
2,595,Clown,-150.0,141.0,9.0
0,596,Tuna,15.0,-26.0,11.0
1,596,Salmon,51.0,-91.0,40.0
2,596,Clown,-153.0,144.0,9.0
0,597,Tuna,15.0,-26.0,11.0
1,597,Salmon,51.0,-91.0,40.0
2,597,Clown,-159.0,150.0,9.0
0,598,Tuna,15.0,-26.0,11.0
1,598,Salmon,51.0,-91.0,40.0
2,598,Clown,-159.0,150.0,9.0
0,599,Tuna,15.0,-25.0,10.0
1,599,Salmon,51.0,-92.0,41.0
2,599,Clown,-159.0,150.0,9.0
0,600,Tuna,15.0,-24.0,9.0
1,600,Salmon,52.0,-94.0,42.0
2,600,Clown,-162.0,153.0,9.0
0,601,Tuna,14.0,-24.0,10.0
1,601,Salmon,52.0,-94.0,42.0
2,601,Clown,-162.0,153.0,9.0
0,602,Tuna,14.0,-23.0,9.0
1,602,Salmon,52.0,-95.0,43.0
2,602,Clown,-165.0,156.0,9.0
0,603,Tuna,14.0,-23.0,9.0
1,603,Salmon,52.0,-95.0,43.0
2,603,Clown,-165.0,156.0,9.0
0,604,Tuna,14.0,-23.0,9.0
1,604,Salmon,52.0,-95.0,43.0
2,604,Clown,-165.0,156.0,9.0
0,605,Tuna,14.0,-22.0,8.0
1,605,Salmon,51.0,-94.0,43.0
2,605,Clown,-165.0,156.0,9.0
0,606,Tuna,14.0,-21.0,7.0
1,606,Salmon,52.0,-95.0,43.0
2,606,Clown,-165.0,159.0,6.0
0,607,Tuna,14.0,-19.0,5.0
1,607,Salmon,52.0,-95.0,43.0
2,607,Clown,-171.0,168.0,3.0
0,608,Tuna,14.0,-19.0,5.0
1,608,Salmon,53.0,-96.0,43.0
2,608,Clown,-171.0,168.0,3.0
0,609,Tuna,14.0,-19.0,5.0
1,609,Salmon,55.0,-98.0,43.0
2,609,Clown,-171.0,168.0,3.0
0,610,Tuna,14.0,-19.0,5.0
1,610,Salmon,55.0,-98.0,43.0
2,610,Clown,-174.0,171.0,3.0
0,611,Tuna,14.0,-20.0,6.0
1,611,Salmon,55.0,-96.0,41.0
2,611,Clown,-174.0,171.0,3.0
0,612,Tuna,14.0,-20.0,6.0
1,612,Salmon,55.0,-96.0,41.0
2,612,Clown,-174.0,171.0,3.0
0,613,Tuna,14.0,-20.0,6.0
1,613,Salmon,55.0,-96.0,41.0
2,613,Clown,-177.0,177.0,0.0
0,614,Tuna,14.0,-19.0,5.0
1,614,Salmon,54.0,-94.0,40.0
2,614,Clown,-180.0,177.0,3.0
0,615,Tuna,14.0,-19.0,5.0
1,615,Salmon,55.0,-95.0,40.0
2,615,Clown,-180.0,177.0,3.0
0,616,Tuna,14.0,-20.0,6.0
1,616,Salmon,55.0,-96.0,41.0
2,616,Clown,-180.0,177.0,3.0
0,617,Tuna,14.0,-20.0,6.0
1,617,Salmon,54.0,-95.0,41.0
2,617,Clown,-183.0,180.0,3.0
0,618,Tuna,14.0,-20.0,6.0
1,618,Salmon,54.0,-96.0,42.0
2,618,Clown,-186.0,183.0,3.0
0,619,Tuna,14.0,-20.0,6.0
1,619,Salmon,53.0,-95.0,42.0
2,619,Clown,-186.0,183.0,3.0
0,620,Tuna,14.0,-20.0,6.0
1,620,Salmon,53.0,-95.0,42.0
2,620,Clown,-186.0,183.0,3.0
0,621,Tuna,14.0,-20.0,6.0
1,621,Salmon,56.0,-99.0,43.0
2,621,Clown,-186.0,180.0,6.0
0,622,Tuna,14.0,-20.0,6.0
1,622,Salmon,57.0,-101.0,44.0
2,622,Clown,-183.0,177.0,6.0
0,623,Tuna,14.0,-20.0,6.0
1,623,Salmon,56.0,-100.0,44.0
2,623,Clown,-183.0,177.0,6.0
0,624,Tuna,14.0,-20.0,6.0
1,624,Salmon,56.0,-100.0,44.0
2,624,Clown,-183.0,177.0,6.0
0,625,Tuna,14.0,-20.0,6.0
1,625,Salmon,55.0,-99.0,44.0
2,625,Clown,-180.0,174.0,6.0
0,626,Tuna,15.0,-21.0,6.0
1,626,Salmon,55.0,-97.0,42.0
2,626,Clown,-180.0,174.0,6.0
0,627,Tuna,15.0,-21.0,6.0
1,627,Salmon,54.0,-96.0,42.0
2,627,Clown,-180.0,174.0,6.0
0,628,Tuna,15.0,-21.0,6.0
1,628,Salmon,54.0,-96.0,42.0
2,628,Clown,-180.0,174.0,6.0
0,629,Tuna,15.0,-20.0,5.0
1,629,Salmon,54.0,-96.0,42.0
2,629,Clown,-186.0,180.0,6.0
0,630,Tuna,15.0,-20.0,5.0
1,630,Salmon,54.0,-96.0,42.0
2,630,Clown,-186.0,180.0,6.0
0,631,Tuna,16.0,-21.0,5.0
1,631,Salmon,52.0,-94.0,42.0
2,631,Clown,-186.0,177.0,9.0
0,632,Tuna,16.0,-21.0,5.0
1,632,Salmon,53.0,-95.0,42.0
2,632,Clown,-183.0,174.0,9.0
0,633,Tuna,16.0,-21.0,5.0
1,633,Salmon,53.0,-95.0,42.0
2,633,Clown,-180.0,171.0,9.0
0,634,Tuna,17.0,-22.0,5.0
1,634,Salmon,54.0,-95.0,41.0
2,634,Clown,-180.0,171.0,9.0
0,635,Tuna,17.0,-22.0,5.0
1,635,Salmon,53.0,-94.0,41.0
2,635,Clown,-180.0,171.0,9.0
0,636,Tuna,17.0,-22.0,5.0
1,636,Salmon,53.0,-94.0,41.0
2,636,Clown,-180.0,168.0,12.0
0,637,Tuna,17.0,-22.0,5.0
1,637,Salmon,53.0,-94.0,41.0
2,637,Clown,-180.0,168.0,12.0
0,638,Tuna,17.0,-22.0,5.0
1,638,Salmon,52.0,-93.0,41.0
2,638,Clown,-183.0,171.0,12.0
0,639,Tuna,17.0,-23.0,6.0
1,639,Salmon,51.0,-92.0,41.0
2,639,Clown,-186.0,174.0,12.0
0,640,Tuna,17.0,-23.0,6.0
1,640,Salmon,51.0,-91.0,40.0
2,640,Clown,-183.0,171.0,12.0
0,641,Tuna,17.0,-23.0,6.0
1,641,Salmon,52.0,-92.0,40.0
2,641,Clown,-183.0,171.0,12.0
0,642,Tuna,17.0,-23.0,6.0
1,642,Salmon,52.0,-92.0,40.0
2,642,Clown,-183.0,171.0,12.0
0,643,Tuna,17.0,-23.0,6.0
1,643,Salmon,51.0,-90.0,39.0
2,643,Clown,-186.0,171.0,15.0
0,644,Tuna,17.0,-23.0,6.0
1,644,Salmon,50.0,-88.0,38.0
2,644,Clown,-186.0,174.0,12.0
0,645,Tuna,17.0,-22.0,5.0
1,645,Salmon,50.0,-88.0,38.0
2,645,Clown,-186.0,171.0,15.0
0,646,Tuna,17.0,-21.0,4.0
1,646,Salmon,49.0,-87.0,38.0
2,646,Clown,-186.0,171.0,15.0
0,647,Tuna,18.0,-22.0,4.0
1,647,Salmon,49.0,-86.0,37.0
2,647,Clown,-186.0,171.0,15.0
0,648,Tuna,18.0,-22.0,4.0
1,648,Salmon,50.0,-86.0,36.0
2,648,Clown,-189.0,174.0,15.0
0,649,Tuna,18.0,-22.0,4.0
1,649,Salmon,52.0,-88.0,36.0
2,649,Clown,-189.0,174.0,15.0
0,650,Tuna,18.0,-22.0,4.0
1,650,Salmon,53.0,-89.0,36.0
2,650,Clown,-192.0,174.0,18.0
0,651,Tuna,18.0,-23.0,5.0
1,651,Salmon,53.0,-89.0,36.0
2,651,Clown,-189.0,171.0,18.0
0,652,Tuna,18.0,-23.0,5.0
1,652,Salmon,53.0,-89.0,36.0
2,652,Clown,-192.0,174.0,18.0
0,653,Tuna,18.0,-23.0,5.0
1,653,Salmon,53.0,-89.0,36.0
2,653,Clown,-192.0,174.0,18.0
0,654,Tuna,18.0,-24.0,6.0
1,654,Salmon,54.0,-90.0,36.0
2,654,Clown,-189.0,171.0,18.0
0,655,Tuna,18.0,-24.0,6.0
1,655,Salmon,54.0,-91.0,37.0
2,655,Clown,-189.0,171.0,18.0
0,656,Tuna,18.0,-24.0,6.0
1,656,Salmon,56.0,-93.0,37.0
2,656,Clown,-189.0,171.0,18.0
0,657,Tuna,18.0,-24.0,6.0
1,657,Salmon,56.0,-92.0,36.0
2,657,Clown,-189.0,171.0,18.0
0,658,Tuna,18.0,-24.0,6.0
1,658,Salmon,55.0,-92.0,37.0
2,658,Clown,-186.0,168.0,18.0
0,659,Tuna,19.0,-25.0,6.0
1,659,Salmon,55.0,-92.0,37.0
2,659,Clown,-189.0,171.0,18.0
0,660,Tuna,19.0,-25.0,6.0
1,660,Salmon,55.0,-90.0,35.0
2,660,Clown,-189.0,171.0,18.0
0,661,Tuna,18.0,-24.0,6.0
1,661,Salmon,57.0,-93.0,36.0
2,661,Clown,-189.0,171.0,18.0
0,662,Tuna,18.0,-24.0,6.0
1,662,Salmon,58.0,-94.0,36.0
2,662,Clown,-192.0,174.0,18.0
0,663,Tuna,18.0,-24.0,6.0
1,663,Salmon,57.0,-93.0,36.0
2,663,Clown,-192.0,174.0,18.0
0,664,Tuna,18.0,-24.0,6.0
1,664,Salmon,58.0,-94.0,36.0
2,664,Clown,-192.0,174.0,18.0
0,665,Tuna,17.0,-24.0,7.0
1,665,Salmon,59.0,-95.0,36.0
2,665,Clown,-192.0,174.0,18.0
0,666,Tuna,17.0,-24.0,7.0
1,666,Salmon,60.0,-96.0,36.0
2,666,Clown,-195.0,174.0,21.0
0,667,Tuna,17.0,-24.0,7.0
1,667,Salmon,60.0,-96.0,36.0
2,667,Clown,-195.0,174.0,21.0
0,668,Tuna,17.0,-24.0,7.0
1,668,Salmon,61.0,-98.0,37.0
2,668,Clown,-201.0,180.0,21.0
0,669,Tuna,18.0,-25.0,7.0
1,669,Salmon,61.0,-98.0,37.0
2,669,Clown,-201.0,180.0,21.0
0,670,Tuna,17.0,-24.0,7.0
1,670,Salmon,62.0,-99.0,37.0
2,670,Clown,-201.0,180.0,21.0
0,671,Tuna,17.0,-24.0,7.0
1,671,Salmon,62.0,-99.0,37.0
2,671,Clown,-201.0,180.0,21.0
0,672,Tuna,17.0,-24.0,7.0
1,672,Salmon,63.0,-100.0,37.0
2,672,Clown,-201.0,180.0,21.0
0,673,Tuna,16.0,-23.0,7.0
1,673,Salmon,63.0,-100.0,37.0
2,673,Clown,-201.0,180.0,21.0
0,674,Tuna,16.0,-23.0,7.0
1,674,Salmon,64.0,-99.0,35.0
2,674,Clown,-201.0,180.0,21.0
0,675,Tuna,16.0,-23.0,7.0
1,675,Salmon,63.0,-98.0,35.0
2,675,Clown,-201.0,180.0,21.0
0,676,Tuna,16.0,-23.0,7.0
1,676,Salmon,64.0,-101.0,37.0
2,676,Clown,-201.0,180.0,21.0
0,677,Tuna,16.0,-23.0,7.0
1,677,Salmon,64.0,-101.0,37.0
2,677,Clown,-201.0,180.0,21.0
0,678,Tuna,16.0,-23.0,7.0
1,678,Salmon,64.0,-102.0,38.0
2,678,Clown,-201.0,180.0,21.0
0,679,Tuna,16.0,-23.0,7.0
1,679,Salmon,63.0,-101.0,38.0
2,679,Clown,-204.0,183.0,21.0
0,680,Tuna,16.0,-22.0,6.0
1,680,Salmon,63.0,-101.0,38.0
2,680,Clown,-207.0,189.0,18.0
0,681,Tuna,16.0,-22.0,6.0
1,681,Salmon,64.0,-102.0,38.0
2,681,Clown,-210.0,192.0,18.0
0,682,Tuna,14.0,-20.0,6.0
1,682,Salmon,64.0,-101.0,37.0
2,682,Clown,-210.0,192.0,18.0
0,683,Tuna,14.0,-20.0,6.0
1,683,Salmon,63.0,-100.0,37.0
2,683,Clown,-210.0,192.0,18.0
0,684,Tuna,14.0,-20.0,6.0
1,684,Salmon,63.0,-99.0,36.0
2,684,Clown,-210.0,189.0,21.0
0,685,Tuna,15.0,-24.0,9.0
1,685,Salmon,63.0,-99.0,36.0
2,685,Clown,-210.0,192.0,18.0
0,686,Tuna,15.0,-24.0,9.0
1,686,Salmon,64.0,-100.0,36.0
2,686,Clown,-210.0,192.0,18.0
0,687,Tuna,15.0,-24.0,9.0
1,687,Salmon,63.0,-99.0,36.0
2,687,Clown,-210.0,192.0,18.0
0,688,Tuna,15.0,-24.0,9.0
1,688,Salmon,63.0,-99.0,36.0
2,688,Clown,-210.0,192.0,18.0
0,689,Tuna,15.0,-24.0,9.0
1,689,Salmon,63.0,-98.0,35.0
2,689,Clown,-207.0,189.0,18.0
0,690,Tuna,15.0,-24.0,9.0
1,690,Salmon,64.0,-99.0,35.0
2,690,Clown,-207.0,189.0,18.0
0,691,Tuna,15.0,-24.0,9.0
1,691,Salmon,64.0,-98.0,34.0
2,691,Clown,-207.0,186.0,21.0
0,692,Tuna,17.0,-25.0,8.0
1,692,Salmon,65.0,-99.0,34.0
2,692,Clown,-207.0,186.0,21.0
0,693,Tuna,16.0,-24.0,8.0
1,693,Salmon,64.0,-98.0,34.0
2,693,Clown,-207.0,186.0,21.0
0,694,Tuna,16.0,-24.0,8.0
1,694,Salmon,64.0,-98.0,34.0
2,694,Clown,-207.0,186.0,21.0
0,695,Tuna,16.0,-24.0,8.0
1,695,Salmon,64.0,-98.0,34.0
2,695,Clown,-210.0,189.0,21.0
0,696,Tuna,16.0,-23.0,7.0
1,696,Salmon,64.0,-98.0,34.0
2,696,Clown,-210.0,189.0,21.0
0,697,Tuna,16.0,-23.0,7.0
1,697,Salmon,64.0,-97.0,33.0
2,697,Clown,-210.0,189.0,21.0
0,698,Tuna,16.0,-23.0,7.0
1,698,Salmon,64.0,-97.0,33.0
2,698,Clown,-210.0,189.0,21.0
0,699,Tuna,16.0,-23.0,7.0
1,699,Salmon,63.0,-96.0,33.0
2,699,Clown,-210.0,192.0,18.0
0,700,Tuna,17.0,-24.0,7.0
1,700,Salmon,62.0,-95.0,33.0
2,700,Clown,-210.0,192.0,18.0
0,701,Tuna,17.0,-24.0,7.0
1,701,Salmon,62.0,-95.0,33.0
2,701,Clown,-210.0,192.0,18.0
0,702,Tuna,17.0,-24.0,7.0
1,702,Salmon,63.0,-97.0,34.0
2,702,Clown,-210.0,192.0,18.0
0,703,Tuna,18.0,-25.0,7.0
1,703,Salmon,63.0,-96.0,33.0
2,703,Clown,-210.0,195.0,15.0
0,704,Tuna,18.0,-25.0,7.0
1,704,Salmon,62.0,-95.0,33.0
2,704,Clown,-210.0,198.0,12.0
0,705,Tuna,18.0,-25.0,7.0
1,705,Salmon,62.0,-93.0,31.0
2,705,Clown,-210.0,198.0,12.0
0,706,Tuna,18.0,-25.0,7.0
1,706,Salmon,63.0,-93.0,30.0
2,706,Clown,-210.0,198.0,12.0
0,707,Tuna,19.0,-26.0,7.0
1,707,Salmon,64.0,-94.0,30.0
2,707,Clown,-210.0,198.0,12.0
0,708,Tuna,19.0,-26.0,7.0
1,708,Salmon,65.0,-95.0,30.0
2,708,Clown,-210.0,195.0,15.0
0,709,Tuna,19.0,-26.0,7.0
1,709,Salmon,65.0,-95.0,30.0
2,709,Clown,-213.0,201.0,12.0
0,710,Tuna,20.0,-26.0,6.0
1,710,Salmon,65.0,-95.0,30.0
2,710,Clown,-213.0,201.0,12.0
0,711,Tuna,20.0,-26.0,6.0
1,711,Salmon,66.0,-96.0,30.0
2,711,Clown,-213.0,201.0,12.0
0,712,Tuna,20.0,-27.0,7.0
1,712,Salmon,66.0,-95.0,29.0
2,712,Clown,-213.0,201.0,12.0
0,713,Tuna,20.0,-26.0,6.0
1,713,Salmon,65.0,-95.0,30.0
2,713,Clown,-213.0,201.0,12.0
0,714,Tuna,20.0,-26.0,6.0
1,714,Salmon,66.0,-96.0,30.0
2,714,Clown,-213.0,201.0,12.0
0,715,Tuna,20.0,-27.0,7.0
1,715,Salmon,66.0,-96.0,30.0
2,715,Clown,-213.0,201.0,12.0
0,716,Tuna,20.0,-26.0,6.0
1,716,Salmon,66.0,-96.0,30.0
2,716,Clown,-213.0,201.0,12.0
0,717,Tuna,20.0,-26.0,6.0
1,717,Salmon,65.0,-96.0,31.0
2,717,Clown,-213.0,201.0,12.0
0,718,Tuna,20.0,-26.0,6.0
1,718,Salmon,66.0,-96.0,30.0
2,718,Clown,-210.0,198.0,12.0
0,719,Tuna,20.0,-25.0,5.0
1,719,Salmon,66.0,-96.0,30.0
2,719,Clown,-210.0,198.0,12.0
0,720,Tuna,20.0,-25.0,5.0
1,720,Salmon,65.0,-94.0,29.0
2,720,Clown,-213.0,198.0,15.0
0,721,Tuna,20.0,-24.0,4.0
1,721,Salmon,65.0,-94.0,29.0
2,721,Clown,-213.0,195.0,18.0
0,722,Tuna,20.0,-24.0,4.0
1,722,Salmon,65.0,-94.0,29.0
2,722,Clown,-213.0,189.0,24.0
0,723,Tuna,20.0,-23.0,3.0
1,723,Salmon,66.0,-95.0,29.0
2,723,Clown,-213.0,189.0,24.0
0,724,Tuna,20.0,-23.0,3.0
1,724,Salmon,67.0,-96.0,29.0
2,724,Clown,-213.0,192.0,21.0
0,725,Tuna,20.0,-23.0,3.0
1,725,Salmon,66.0,-95.0,29.0
2,725,Clown,-213.0,192.0,21.0
0,726,Tuna,19.0,-23.0,4.0
1,726,Salmon,66.0,-95.0,29.0
2,726,Clown,-213.0,192.0,21.0
0,727,Tuna,18.0,-22.0,4.0
1,727,Salmon,66.0,-95.0,29.0
2,727,Clown,-216.0,195.0,21.0
0,728,Tuna,18.0,-22.0,4.0
1,728,Salmon,64.0,-94.0,30.0
2,728,Clown,-219.0,198.0,21.0
0,729,Tuna,18.0,-22.0,4.0
1,729,Salmon,64.0,-94.0,30.0
2,729,Clown,-219.0,198.0,21.0
0,730,Tuna,18.0,-22.0,4.0
1,730,Salmon,64.0,-95.0,31.0
2,730,Clown,-219.0,198.0,21.0
0,731,Tuna,18.0,-21.0,3.0
1,731,Salmon,64.0,-95.0,31.0
2,731,Clown,-216.0,192.0,24.0
0,732,Tuna,18.0,-21.0,3.0
1,732,Salmon,63.0,-93.0,30.0
2,732,Clown,-219.0,195.0,24.0
0,733,Tuna,18.0,-20.0,2.0
1,733,Salmon,63.0,-94.0,31.0
2,733,Clown,-219.0,195.0,24.0
0,734,Tuna,18.0,-20.0,2.0
1,734,Salmon,63.0,-94.0,31.0
2,734,Clown,-219.0,195.0,24.0
0,735,Tuna,17.0,-19.0,2.0
1,735,Salmon,62.0,-93.0,31.0
2,735,Clown,-222.0,198.0,24.0
0,736,Tuna,17.0,-20.0,3.0
1,736,Salmon,62.0,-94.0,32.0
2,736,Clown,-222.0,198.0,24.0
0,737,Tuna,17.0,-20.0,3.0
1,737,Salmon,61.0,-93.0,32.0
2,737,Clown,-222.0,195.0,27.0
0,738,Tuna,17.0,-20.0,3.0
1,738,Salmon,62.0,-95.0,33.0
2,738,Clown,-222.0,195.0,27.0
0,739,Tuna,17.0,-20.0,3.0
1,739,Salmon,60.0,-95.0,35.0
2,739,Clown,-222.0,195.0,27.0
0,740,Tuna,17.0,-21.0,4.0
1,740,Salmon,60.0,-94.0,34.0
2,740,Clown,-225.0,195.0,30.0
0,741,Tuna,17.0,-20.0,3.0
1,741,Salmon,59.0,-93.0,34.0
2,741,Clown,-225.0,195.0,30.0
0,742,Tuna,17.0,-19.0,2.0
1,742,Salmon,58.0,-93.0,35.0
2,742,Clown,-225.0,192.0,33.0
0,743,Tuna,17.0,-19.0,2.0
1,743,Salmon,58.0,-93.0,35.0
2,743,Clown,-225.0,192.0,33.0
0,744,Tuna,17.0,-19.0,2.0
1,744,Salmon,57.0,-94.0,37.0
2,744,Clown,-225.0,192.0,33.0
0,745,Tuna,17.0,-19.0,2.0
1,745,Salmon,57.0,-95.0,38.0
2,745,Clown,-225.0,192.0,33.0
0,746,Tuna,17.0,-19.0,2.0
1,746,Salmon,56.0,-94.0,38.0
2,746,Clown,-225.0,192.0,33.0
0,747,Tuna,17.0,-20.0,3.0
1,747,Salmon,56.0,-93.0,37.0
2,747,Clown,-225.0,192.0,33.0
0,748,Tuna,16.0,-19.0,3.0
1,748,Salmon,56.0,-95.0,39.0
2,748,Clown,-225.0,192.0,33.0
0,749,Tuna,16.0,-19.0,3.0
1,749,Salmon,56.0,-95.0,39.0
2,749,Clown,-225.0,192.0,33.0
0,750,Tuna,16.0,-19.0,3.0
1,750,Salmon,57.0,-96.0,39.0
2,750,Clown,-231.0,198.0,33.0
0,751,Tuna,17.0,-20.0,3.0
1,751,Salmon,57.0,-96.0,39.0
2,751,Clown,-234.0,201.0,33.0
0,752,Tuna,17.0,-20.0,3.0
1,752,Salmon,57.0,-95.0,38.0
2,752,Clown,-234.0,201.0,33.0
0,753,Tuna,17.0,-20.0,3.0
1,753,Salmon,57.0,-95.0,38.0
2,753,Clown,-240.0,207.0,33.0
0,754,Tuna,17.0,-21.0,4.0
1,754,Salmon,58.0,-95.0,37.0
2,754,Clown,-240.0,207.0,33.0
0,755,Tuna,17.0,-22.0,5.0
1,755,Salmon,58.0,-96.0,38.0
2,755,Clown,-240.0,207.0,33.0
0,756,Tuna,17.0,-22.0,5.0
1,756,Salmon,59.0,-96.0,37.0
2,756,Clown,-240.0,207.0,33.0
0,757,Tuna,17.0,-21.0,4.0
1,757,Salmon,57.0,-95.0,38.0
2,757,Clown,-243.0,210.0,33.0
0,758,Tuna,17.0,-21.0,4.0
1,758,Salmon,58.0,-96.0,38.0
2,758,Clown,-243.0,210.0,33.0
0,759,Tuna,17.0,-21.0,4.0
1,759,Salmon,59.0,-96.0,37.0
2,759,Clown,-243.0,210.0,33.0
0,760,Tuna,17.0,-21.0,4.0
1,760,Salmon,59.0,-96.0,37.0
2,760,Clown,-243.0,204.0,39.0
0,761,Tuna,17.0,-21.0,4.0
1,761,Salmon,59.0,-95.0,36.0
2,761,Clown,-246.0,207.0,39.0
0,762,Tuna,17.0,-21.0,4.0
1,762,Salmon,58.0,-94.0,36.0
2,762,Clown,-246.0,207.0,39.0
0,763,Tuna,17.0,-21.0,4.0
1,763,Salmon,59.0,-94.0,35.0
2,763,Clown,-246.0,207.0,39.0
0,764,Tuna,17.0,-21.0,4.0
1,764,Salmon,60.0,-94.0,34.0
2,764,Clown,-249.0,210.0,39.0
0,765,Tuna,17.0,-21.0,4.0
1,765,Salmon,60.0,-96.0,36.0
2,765,Clown,-249.0,210.0,39.0
0,766,Tuna,17.0,-21.0,4.0
1,766,Salmon,60.0,-96.0,36.0
2,766,Clown,-249.0,210.0,39.0
0,767,Tuna,17.0,-20.0,3.0
1,767,Salmon,62.0,-97.0,35.0
2,767,Clown,-249.0,210.0,39.0
0,768,Tuna,17.0,-20.0,3.0
1,768,Salmon,61.0,-94.0,33.0
2,768,Clown,-249.0,210.0,39.0
0,769,Tuna,17.0,-20.0,3.0
1,769,Salmon,62.0,-95.0,33.0
2,769,Clown,-249.0,210.0,39.0
0,770,Tuna,17.0,-20.0,3.0
1,770,Salmon,62.0,-95.0,33.0
2,770,Clown,-249.0,207.0,42.0
0,771,Tuna,17.0,-21.0,4.0
1,771,Salmon,62.0,-95.0,33.0
2,771,Clown,-249.0,213.0,36.0
0,772,Tuna,17.0,-21.0,4.0
1,772,Salmon,63.0,-91.0,28.0
2,772,Clown,-252.0,213.0,39.0
0,773,Tuna,17.0,-21.0,4.0
1,773,Salmon,63.0,-91.0,28.0
2,773,Clown,-252.0,213.0,39.0
0,774,Tuna,17.0,-21.0,4.0
1,774,Salmon,65.0,-92.0,27.0
2,774,Clown,-255.0,216.0,39.0
0,775,Tuna,17.0,-21.0,4.0
1,775,Salmon,66.0,-93.0,27.0
2,775,Clown,-255.0,216.0,39.0
0,776,Tuna,17.0,-20.0,3.0
1,776,Salmon,67.0,-94.0,27.0
2,776,Clown,-255.0,216.0,39.0
0,777,Tuna,17.0,-20.0,3.0
1,777,Salmon,69.0,-96.0,27.0
2,777,Clown,-255.0,216.0,39.0
0,778,Tuna,17.0,-20.0,3.0
1,778,Salmon,69.0,-96.0,27.0
2,778,Clown,-255.0,216.0,39.0
0,779,Tuna,16.0,-18.0,2.0
1,779,Salmon,69.0,-98.0,29.0
2,779,Clown,-255.0,216.0,39.0
0,780,Tuna,16.0,-18.0,2.0
1,780,Salmon,70.0,-99.0,29.0
2,780,Clown,-255.0,216.0,39.0
0,781,Tuna,16.0,-18.0,2.0
1,781,Salmon,70.0,-99.0,29.0
2,781,Clown,-255.0,216.0,39.0
0,782,Tuna,16.0,-17.0,1.0
1,782,Salmon,70.0,-100.0,30.0
2,782,Clown,-258.0,219.0,39.0
0,783,Tuna,16.0,-17.0,1.0
1,783,Salmon,70.0,-100.0,30.0
2,783,Clown,-258.0,219.0,39.0
0,784,Tuna,16.0,-18.0,2.0
1,784,Salmon,71.0,-100.0,29.0
2,784,Clown,-258.0,219.0,39.0
0,785,Tuna,16.0,-18.0,2.0
1,785,Salmon,72.0,-101.0,29.0
2,785,Clown,-264.0,225.0,39.0
0,786,Tuna,16.0,-18.0,2.0
1,786,Salmon,73.0,-102.0,29.0
2,786,Clown,-264.0,225.0,39.0
0,787,Tuna,17.0,-19.0,2.0
1,787,Salmon,74.0,-103.0,29.0
2,787,Clown,-264.0,222.0,42.0
0,788,Tuna,17.0,-19.0,2.0
1,788,Salmon,75.0,-105.0,30.0
2,788,Clown,-264.0,222.0,42.0
0,789,Tuna,17.0,-19.0,2.0
1,789,Salmon,75.0,-104.0,29.0
2,789,Clown,-267.0,225.0,42.0
0,790,Tuna,17.0,-19.0,2.0
1,790,Salmon,75.0,-103.0,28.0
2,790,Clown,-267.0,225.0,42.0
0,791,Tuna,18.0,-21.0,3.0
1,791,Salmon,75.0,-104.0,29.0
2,791,Clown,-267.0,225.0,42.0
0,792,Tuna,18.0,-21.0,3.0
1,792,Salmon,76.0,-104.0,28.0
2,792,Clown,-270.0,228.0,42.0
0,793,Tuna,18.0,-20.0,2.0
1,793,Salmon,76.0,-104.0,28.0
2,793,Clown,-270.0,228.0,42.0
0,794,Tuna,18.0,-20.0,2.0
1,794,Salmon,76.0,-104.0,28.0
2,794,Clown,-270.0,228.0,42.0
0,795,Tuna,18.0,-20.0,2.0
1,795,Salmon,77.0,-106.0,29.0
2,795,Clown,-270.0,228.0,42.0
0,796,Tuna,18.0,-20.0,2.0
1,796,Salmon,77.0,-104.0,27.0
2,796,Clown,-270.0,228.0,42.0
0,797,Tuna,18.0,-20.0,2.0
1,797,Salmon,77.0,-103.0,26.0
2,797,Clown,-270.0,228.0,42.0
0,798,Tuna,18.0,-20.0,2.0
1,798,Salmon,77.0,-103.0,26.0
2,798,Clown,-270.0,228.0,42.0
0,799,Tuna,18.0,-19.0,1.0
